SLNO,numPS,namePSe,namePSh,PART_CATEGORY,PART_LAT_LONG,latPS,longPS,acPS
1,1,COMPOSIT VIDYALAYA SARSAWA R.NO.1,कम्‍पोजिट विद्यालय सरसवां क0सं0 1,U,25.391504281022176-82.94655606150626,25.3918718,82.9456269,386
2,2,COMPOSIT VIDYALAYA SARSAWA R.NO.2,कम्‍पोजिट विद्यालय सरसवां क0सं0 2,U,25.386896053833116-82.94259645044802,25.3911367,82.94534,386
3,3,COMPOSIT VIDYALAYA SARSAWA R.NO.3,कम्‍पोजिट विद्यालय सरसवां क0सं0 3,U,25.38954155031358-82.9516676813364,25.3910151,82.9450337,386
4,4,PRATHMIK VIDYALAYA LODHAN R.NO.1,प्राथमिक विद्यालय लोढ़ान क0सं0 1,U,25.378574508160767-82.96107485890388,25.3804383,82.9597504,386
5,5,PRATHMIK VIDYALAYA LODHAN R.NO.2,प्राथमिक विद्यालय लोढ़ान क0सं0 2,U,25.38294587499839-82.96006768941879,25.3804702,82.9596897,386
6,6,PRATHMIK VIDYALAYA KANUDIH R.NO.1,प्राथमिक विद्यालय कानूडीह क0सं0 1,U,-0.020328126,25.3873391,82.9552602,386
7,7,PRATHMIK VIDYALAYA KANUDIH R.NO.- 2,प्राथमिक विद्यालय कानूहीड क0सं0 2,U,25.39053140059176-82.9612884297967,25.38732,82.9552217,386
8,8,PRATHMIK VIDYALAYA DANDUPUR R.NO 1,प्राथमिक विद्यालय दान्‍दूपुर क0स0 1,U,25.38728527924451-82.95554347336292,25.3887828,82.9641372,386
9,9,PRATHMIK VIDYALAYA DANDUPUR R.NO 2,प्राथमिक विद्यालय दान्‍दूपुर क0स0 2,U,25.38786926645745-82.96436190605162,25.3874462,82.9642786,386
10,10,PRATHMIK VIDYALAYA GANESHPUR R.NO. 1,प्राथमिक विद्यालय गनेशपुर क0सं0 1,U,25.386814876702033-82.96715039759874,25.372423,82.9344694,386
11,11,PRATHMIK VIDYALAYA GANESHPUR R.NO.- 2,प्राथमिक विद्यालय गनेशपुर क0सं0 2,U,25.368245385779204-82.92901609092951,25.3722421,82.9340893,386
12,12,PRATHMIK VIDYALAYA HOLAPUR R.NO.-1,प्राथमिक विद्यालय होलापुर क0सं0 1,U,25.37310424564066-82.93150316923858,25.37706,82.95301,386
13,13,PRATHMIK VIDYALAYA HOLAPUR R.NO.-2,प्राथमिक विद्यालय होलापुर क0सं0 2,U,25.37539470966216-82.93318189680576,25.3771053,82.9527588,386
14,14,PURVA MADHYAMIK VIDYALAYA CHUPPEYPUR DEHAT R.NO.-1,पूर्व माध्‍यमिक विद्यालय चुप्‍पेपुर देहात क0सं0 1,U,25.375545567955637-82.9516676813364,25.3753027,82.9466696,386
15,15,PURVA MADHYAMIK VIDYALAYA CHUPPEYPUR DEHAT R.NO.-2,पूर्व माध्‍यमिक विद्यालय चुप्‍पेपुर देहात क0सं0 2,U,25.37873081504527-82.94898211956026,25.3757546,82.944459,386
16,16,PURVA MADHYAMIK VIDYALAYA CHUPPEYPUR DEHAT R.NO.-3,पूर्व माध्‍यमिक विद्यालय चुप्‍पेपुर देहात क0सं0 3,U,25.368770693721743-82.94864650815725,25.3752676,82.9467537,386
17,17,PURVA MADHYAMIK VIDYALAYA CHUPPEYPUR DEHAT R.NO.-4,पूर्व माध्‍यमिक विद्यालय चुप्‍पेपुर देहात क0सं0 4,U,25.375513154643397-82.95099645853043,25.3749064,82.9475213,386
18,18,PRATHMIK VIDYALAYA BANSDEOPUR,प्राथमिक विद्यालय बांसदेवपुर,U,25.367633819580078-82.9500961303711,25.3774883,82.9409317,386
19,19,PRATHMIK VIDYALAYA HATIYA R.NO.- 1,प्राथमिक विद्यालय हटिया क0सं0 1,U,25.37198823077209-82.94662479311229,25.3713949,82.9419211,386
20,20,PRATHMIK VIDYALAYA HATIYA R.NO.- 2,प्राथमिक विद्यालय हटिया क0सं0 2,U,25.37920579286382-82.9281386733055,25.3717734,82.9419919,386
21,21,BASIC PRATHMIK VIDYALAYA PISAUR R.NO.- 1,बेसिक प्राथमिक विद्यालय पिसौर क0सं0 1,U,25.37182797697627-82.94151317328216,25.3451663,82.9426042,386
22,22,BASIC PRATHMIK VIDYALAYA PISAUR R.NO.- 2,बेसिक प्राथमिक विद्यालय पिसौर क0सं0 2,U,25.367439242678792-82.94393923133612,25.3451511,82.9425246,386
23,23,BASIC PRATHMIK VIDYALAYA PISAUR R.NO.- 3,बेसिक प्राथमिक विद्यालय पिसौर क0सं0 3,U,25.343847254808708-82.93586745858194,25.3451064,82.942281,386
24,24,PRATHMIK VIDYALAYA BHAWANIPUR R.NO.- 1,प्राथमिक विद्यालय भवानीपुर क0सं0 1,U,25.34608827793033-82.94328309595583,25.3518523,82.9439589,386
25,25,PRATHMIK VIDYALAYA BHAWANIPUR R.NO.- 2,प्राथमिक विद्यालय भवानीपुर क0सं0 2,U,25.331873015738584-82.94011205434799,25.3519008,82.943803,386
26,26,PRATHMIK VIDYALAYA BHAWANIPUR R.NO.- 3,प्राथमिक विद्यालय भवानीपुर क0सं0 3,U,25.348684370707833-82.93688200414181,25.3501436,82.944274,386
27,27,NANDGHAR BHAWANIPUR,नन्‍दघर भवानीपुर,U,25.351803062543016-82.9440850764513,25.3527718,82.9420273,386
28,28,COMPOSIT VIDYALAYA DANIYALPUR R.NO.-1,कम्‍पोजिट विद्यालय दानियालपुर क0सं0 1,U,25.334369716295395-82.95334640890361,25.3349031,82.9524705,386
29,29,COMPOSIT VIDYALAYA DANIYALPUR R.NO.-2,कम्‍पोजिट विद्यालय दानियालपुर क0सं0 2,U,25.319152043533837-82.93122086673975,25.3346141,82.9527802,386
30,30,PRATHMIK VIDYALAYA AIRHEY R.NO.-1,प्राथमिक विद्यालय ऐढ़े क0सं0 1,U,25.357479099482646-82.94319156557322,25.3849033,82.9815403,386
31,31,PRATHMIK VIDYALAYA AIRHEY R.NO.-2,प्राथमिक विद्यालय ऐढ़े क0सं0 2,U,25.3343524435106-82.95301046222447,25.3849035,82.9815393,386
32,32,JILA GRAMYA VIKAS SANSTHAN PARMANANDPUR R.NO.-1,जिला ग्राम्‍य विकास संस्‍थान परमानन्‍दपुर क0सं0 1,U,25.335274564346825-82.95240093022585,25.3741192,82.9659211,386
33,33,JILA GRAMYA VIKAS SANSTHAN PARMANANDPUR R.NO.-2,जिला ग्राम्‍य विकास संस्‍थान परमानन्‍दपुर क0सं0 2,U,25.334411534606293-82.95302588492633,25.3742027,82.9661039,386
34,34,JILA GRAMYA VIKAS SANSTHAN PARMANANDPUR R.NO.-3,जिला ग्राम्‍य विकास संस्‍थान परमानन्‍दपुर क0सं0 3,U,25.374149322509766-82.96620178222656,25.3742253,82.9661255,386
35,35,SRI RAMESHWAR MAHADEV INTER COLLAGE CHANDMARI R.NO.1,श्री रामेश्वर महादेव इंटर कालेज चांदमारी क0सं0 1,U,25.377651202902673-82.97061145305635,25.3776928,82.9705906,386
36,36,SRI RAMESHWAR MAHADEV INTER COLLAGE CHANDMARI R.NO.2,श्री रामेश्वर महादेव इंटर कालेज चांदमारी क0सं0 2,U,25.375332003448598-82.96972665935755,25.3777407,82.9705447,386
37,37,SRI RAMESHWAR MAHADEV INTER COLLAGE CHANDMARI R.NO.3,श्री रामेश्वर महादेव इंटर कालेज चांदमारी क0सं0 3,U,25.37532806537612-82.96973403543234,25.3777524,82.9701029,386
38,38,SRI RAMESHWAR MAHADEV INTER COLLAGE CHANDMARI R.NO.4,श्री रामेश्वर महादेव इंटर कालेज चांदमारी क0सं0 4,U,25.374298103553514-82.96695694327353,25.3778085,82.9705433,386
39,39,SRI RAMESHWAR MAHADEV INTER COLLAGE CHANDMARI R.NO.5,श्री रामेश्वर महादेव इंटर कालेज चांदमारी क0सं0 5,U,25.377651202902673-82.97061145305635,25.3778813,82.9700882,386
40,40,UMA PUBLIC SCHOOL LALPUR MIRAPUR BASAHI R. NO.1,उमा पब्लिक स्कूल लालपुर मीरापुर बसहीं क0सं0 1,U,25.377653020439627-82.97061145305635,25.37765302,82.97061145,386
41,41,UMA PUBLIC SCHOOL LALPUR MIRAPUR BASAHI R. NO.2,उमा पब्लिक स्कूल लालपुर मीरापुर बसहीं क0सं0 2,U,25.37766846950276-82.9705886542797,25.37766847,82.97058865,386
42,42,UMA PUBLIC SCHOOL LALPUR MIRAPUR BASAHI R. NO.3,उमा पब्लिक स्कूल लालपुर मीरापुर बसहीं क0सं0 3,U,25.377659684741595-82.97061145305635,25.37752,82.975741,386
43,43,PRATHMIK VIDYALAYA RAMDUTTAPUR (HASIMPUR) R.NO. 1,प्राथमिक विद्यालय रमदत्‍तपुर (हासिमपुर) क0सं0 1,U,25.37766846950276-82.9705886542797,25.37766847,82.97058865,386
44,44,PRATHMIK VIDYALAYA RAMDUTTAPUR (HASIMPUR) R.NO. 2,प्राथमिक विद्यालय रमदत्‍तपुर (हासिमपुर) क0सं0 2,U,25.377567293249477-82.97575391829014,25.37756729,82.97575392,386
45,45,PRATHMIK VIDYALAYA RAMDUTTAPUR (HASIMPUR) R.NO. 3,प्राथमिक विद्यालय रमदत्‍तपुर (हासिमपुर) क0सं0 3,U,25.37740129130904-82.97594435513021,25.37740129,82.97594436,386
46,46,PURVA MADHYAMIK VIDYALAYA RAMDUTTAPUR R.NO. 1,पूर्व माध्यमिक विद्यालय रमदत्‍तपुर क0सं0 1,U,25.37735373231688-82.9758682474494,25.37735373,82.97586825,386
47,47,PURVA MADHYAMIK VIDYALAYA RAMDUTTAPUR R.NO. 2,पूर्व माध्यमिक विद्यालय रमदत्‍तपुर क0सं0 2,U,-4.132671542,25.37734216,82.97585896,386
48,48,PRATHMIK VIDYALAYA SOYEPUR R.NO.-1,प्राथमिक विद्यालय सोयेपुर क0सं0 1,U,25.365961148217853-82.9936982318759,25.3732493,82.9985282,386
49,49,PRATHMIK VIDYALAYA SOYEPUR R.NO.-2,प्राथमिक विद्यालय सोयेपुर क0सं0 2,U,25.37071528266093-82.99943178892134,25.37071528,82.99943179,386
50,50,PRATHMIK VIDYALAYA SOYEPUR R.NO.-3,प्राथमिक विद्यालय सोयेपुर क0सं0 3,U,25.35232359416212-82.97263350337744,25.3732517,82.9985239,386
51,51,KANYA PURVA MADHYAMIK VIDYALAYA MADHAWA R.NO.-1,कन्या पूर्व माध्यमिक विद्यालय मढ़वा क0सं0 1,U,25.370459903783065-82.99991726875305,25.3734803,82.9884771,386
52,52,KANYA PURVA MADHYAMIK VIDYALAYA MADHAWA R.NO.-2,कन्या पूर्व माध्यमिक विद्यालय मढ़वा क0सं0 2,U,25.371005801985493-83.00063207745552,25.3710058,83.00063208,386
53,53,PRATHMIK VIDYALAYA MARHAWA LAMAHI R.NO.-1,प्राथमिक विद्यालय मढ़वा लमहीं क0स0 1,U,25.371478992549356-82.9976960644126,25.3791633,82.9883531,386
54,54,PRATHMIK VIDYALAYA MARHAWA LAMAHI R.NO.-2,प्राथमिक विद्यालय मढ़वा लमहीं क0स0 2,U,25.374520151947777-82.99610283225775,25.3791278,82.9882913,386
55,55,PRATHMIK VIDYALAYA RASULPUR,प्राथमिक विद्यालय रसूलपुर,U,25.373718291770214-82.99861103296281,25.37371829,82.99861103,386
56,56,PRATHMIK VIDYALAYA MAJHAMITIYA,प्राथमिक विद्यालय मझमिटिया,U,25.374871248098483-82.99757033586502,25.37487125,82.99757034,386
57,57,SARDAR PATEL INTER COLLAGE BAWANBIGHA HARBALLAMPUR,सरदार पटेल इण्‍टर कालेज बावनबीघा हरबल्‍लमपुर,U,25.373848249825674-82.98872072249651,25.3848133,82.9947733,386
58,58,COMPOSIT VIDYALAYA BANWARIPUR,कम्‍पोजिट विद्यालय बनवारीपुर,U,25.37356197839944-82.98728171736,25.3838677,82.9879852,386
59,59,PRATHMIK VIDYALAYA BANIYAPUR,प्राथमिक विद्यालय बनियापुर,U,25.378682650736145-82.98832710832357,25.37868265,82.98832711,386
60,60,COMPOSIT VIDYALAYA CHANDAPUR R.NO.-1,कम्‍पोजिट विद्यालय चन्‍दापुर क0सं0 1,R,25.378839563320394-82.98799149692059,25.37883956,82.9879915,386
61,61,COMPOSIT VIDYALAYA CHANDAPUR R.NO.-2,कम्‍पोजिट विद्यालय चन्‍दापुर क0सं0 2,R,25.37196611636679-82.98606030642986,25.37196612,82.98606031,386
62,62,PRATHMIK VIDYALAYA UDAIPUR R.NO. 1,प्राथमिक विद्यालय उदयपुर क0सं0 1,R,25.37198096028311-82.98610556870699,25.4078211,82.9950685,386
63,63,PRATHMIK VIDYALAYA UDAIPUR R.NO. 2,प्राथमिक विद्यालय उदयपुर क0सं0 2,R,25.366328628607256-82.99294285476208,25.4063573,82.9959726,386
64,64,PRATHMIK VIDYALAYA UDAIPUR R.NO. 3,प्राथमिक विद्यालय उदयपुर क0सं0 3,R,25.384926887208792-82.9950812458992,25.4053226,82.9986814,386
65,65,PRATHMIK VIDYALAYA UDAIPUR R.NO. 4,प्राथमिक विद्यालय उदयपुर क0सं0 4,R,25.379915226917838-82.9768405482173,25.37991523,82.97684055,386
66,66,COMPOSIT VIDYALAYA ADAMPUR R.NO. 1,कम्‍पोजिट विद्यालय आदमपुर क0सं0 1,R,25.385366400956062-82.98761732876301,25.3853664,82.98761733,386
67,67,COMPOSIT VIDYALAYA ADAMPUR R.NO. 2,कम्‍पोजिट विद्यालय आदमपुर क0सं0 2,R,6.239488720865166E-4--2.4106353521347049E-4,25.385421,82.98762653,386
68,68,PRATHMIK VIDYALAYA TARAPUR,प्राथमिक विद्यालय तारापुर,R,25.410042333502645-82.9850672185421,25.3984773,82.9956889,386
69,69,PRATHMIK VIDYALAYA HRIDAIPUR R.NO.-1,प्राथमिक विद्यालय हृदयपुर क0सं0 1,U,25.407951497336782-82.99843333661556,25.4079515,82.99843334,386
70,70,PRATHMIK VIDYALAYA HRIDAIPUR R.NO.-2,प्राथमिक विद्यालय हृदयपुर क0सं0 2,U,25.405382117745415-82.9980316758156,25.3888859,83.0070408,386
71,71,PRATHMIK VIDYALAYA RAJANAHIYA,प्राथमिक विद्यालय रजनहिया,U,25.40796088558713-82.9980316758156,25.3907899,83.0014054,386
72,72,SRI SANKAT MOCHAN INTER COLLAGE SINGHPUR R.NO. 1,श्री संकटमोचन इण्‍टर कालेज सिंहपुर क0सं0 1,U,25.404176150084645-82.99568172544241,25.40417615,82.99568173,386
73,73,SRI SANKAT MOCHAN INTER COLLAGE SINGHPUR R.NO. 2,श्री संकटमोचन इण्‍टर कालेज सिंहपुर क0सं0 2,U,25.405382117745415-82.9980316758156,25.40538212,82.99803168,386
74,74,COMPOSIT VIDYALAYA GOITHAHA R.NO. 1,कम्‍पोजिट विद्यालय गोइठहां क0सं0 1,U,25.392660096398295-82.98803709447384,25.3926601,82.98803709,386
75,75,COMPOSIT VIDYALAYA GOITHAHA R.NO. 2,कम्‍पोजिट विद्यालय गोइठहां क0सं0 2,U,25.392660096398295-82.98803709447384,25.3926601,82.98803709,386
76,76,COMPOSIT VIDYALAYA GOITHAHA R.NO. 3,कम्‍पोजिट विद्यालय गोइठहां क0सं0 3,U,25.397363811568734-82.99700941890478,25.3780406,82.9997697,386
77,77,COMPOSIT VIDYALAYA NAWAPURA R.NO.-1,कम्‍पोजिट विद्यालय नवापुरा क0सं0 1,R,25.387053258644485-83.00743114203213,25.4136693,83.0124861,386
78,78,COMPOSIT VIDYALAYA NAWAPURA R.NO.-2,कम्‍पोजिट विद्यालय नवापुरा क0सं0 2,R,25.389030568734785-83.01045231521128,25.38903057,83.01045232,386
79,79,COMPOSIT VIDYALAYA NAWAPURA R.NO.-3,कम्‍पोजिट विद्यालय नवापुरा क0सं0 3,R,25.388900627016227-83.00777446478604,25.38890063,83.00777446,386
80,80,COMPOSIT VIDYALAYA SATHAWA R.NO.- 1,कम्‍पोजिट विद्यालय सथवां क0सं0 1,R,25.385120443081004-83.02120193839073,25.4079283,83.0050828,386
81,81,COMPOSIT VIDYALAYA SATHAWA R.NO.- 2,कम्‍पोजिट विद्यालय सथवां क0सं0 2,R,25.40509410396288-83.00743114203213,25.4039857,83.0059859,386
82,82,COMPOSIT VIDYALAYA SATHAWA R.NO.- 3,कम्‍पोजिट विद्यालय सथवां क0सं0 3,R,25.377838106144424-82.99971006810665,25.4055097,83.0084408,386
83,83,PRATHMIK VIDYALAYA DHOORIPUR R.NO.- 1,प्राथमिक विद्यालय धूरीपुर क0सं0 1,R,25.37639618709633-83.00038162618877,25.4021801,83.0027833,386
84,84,PRATHMIK VIDYALAYA DHOORIPUR R.NO.- 2,प्राथमिक विद्यालय धूरीपुर क0सं0 2,R,25.36942111509753-83.03194418549536,25.402295,83.0026017,386
85,85,PRATHMIK VIDYALAYA HIRAMANPUR R.NO.-1,प्राथमिक विद्यालय हीरामनपुर क0सं0 1,U,0.0-0.0,25.3646564,83.0342348,386
86,86,PRATHMIK VIDYALAYA HIRAMANPUR R.NO.-2,प्राथमिक विद्यालय हीरामनपुर क0सं0 2,U,25.402849329446294-83.01448836922646,25.40284933,83.01448837,386
87,87,PRATHMIK VIDYALAYA HIRAMANPUR R.NO.-3,प्राथमिक विद्यालय हीरामनपुर क0सं0 3,U,1.2069940567016602-1561150.0,25.40336295,83.0089201,386
88,88,PRATHMIK VIDYALAYA HIRAMANPUR R.NO.-4,प्राथमिक विद्यालय हीरामनपुर क0सं0 4,U,25.403371761135684-83.00893418490887,25.40337176,83.00893418,386
89,89,PRATHMIK VIDYALAYA ASHAPUR PRATHAM R.NO-1,प्राथमिक विद्यालय आशापुर प्रथम क0सं0 1,U,25.404836677812956-83.00978075712919,25.40483668,83.00978076,386
